file,row_type,file,line,token_len,score_joy,score_sadness,score_anticipation,score_surprise,score_anger,score_fear,score_disgust,score_trust,text
032_8emo,summary,032.docx,1168,23169,0.1710482722585654,0.12164813965480864,0.22263268212156292,0.21373924867079389,0.01790218782814121,0.10478768975526566,0.11237945405037576,0.03576628018046206,Average Token Length: 19.84
033_8emo,summary,033.docx,1539,32997,0.3466345853226101,0.1179567220048341,0.202501944273824,0.20410691500902226,0.009881508382777984,0.07558099531960118,0.07594964894828586,0.057054191988592094,Average Token Length: 21.44
034_8emo,summary,034.docx,1358,31339,0.14320350724696942,0.16682816932042333,0.17601067467252499,0.2090338937069299,0.0180320965839565,0.13279527046104594,0.13022760839499148,0.02846713373159773,Average Token Length: 23.08
035_8emo,summary,035.docx,1631,27608,0.1680779812164013,0.13203748115118544,0.2013473988663129,0.18494781013835132,0.02233102931718129,0.09033923275248563,0.13293086987255445,0.04663218957137038,Average Token Length: 16.93
036_8emo,summary,036.docx,647,15238,0.22764256966431298,0.08967459345469611,0.26471714577616023,0.19016969995861052,0.01823970462969998,0.08514115144390688,0.09175758592502273,0.049711897981121356,Average Token Length: 23.55
037_8emo,summary,037.docx,761,16169,0.23621578482848576,0.09083996931367533,0.24507899769935537,0.1623140568297317,0.010054621235412422,0.07607992709725704,0.07852782893212422,0.06063893554458681,Average Token Length: 21.25
038_8emo,summary,038.docx,775,18780,0.2280853676171072,0.08207710707440011,0.19975666336715223,0.30387049650292725,0.012707557346701863,0.07276786483463742,0.07604405173671341,0.06523602544375125,Average Token Length: 24.23
039_8emo,summary,039.docx,373,14350,0.27356112545141426,0.12257080247136327,0.29190063010589107,0.16419855334693642,0.02234552118112021,0.14688986589278197,0.12497638631736904,0.0702004509683993,Average Token Length: 38.47
040_8emo,summary,040.docx,694,21491,0.14046948287576996,0.12014275892256553,0.22676121004285446,0.2070564605122545,0.020840079065510247,0.12549363536980293,0.12171089244598485,0.043262482285284856,Average Token Length: 30.97
041_8emo,summary,041.docx,1352,23391,0.14079826495564712,0.11133598737672147,0.21518499877826675,0.19613556815387087,0.0154666532437729,0.09859664178179224,0.1001854624424251,0.028416053795744113,Average Token Length: 17.30
042_8emo,summary,042.docx,545,13148,0.16051091766070336,0.09910353106113338,0.27397806064798197,0.2010884856608688,0.007850334959728388,0.11793630051067731,0.0690014035885282,0.03017816677189714,Average Token Length: 24.12
043_8emo,summary,043.docx,637,15391,0.18485809010131873,0.13347911249971955,0.21525893321449413,0.23341735004223707,0.015251777224568724,0.1159768739862885,0.11021888489561561,0.02770519265418893,Average Token Length: 24.16
044_8emo,summary,044.docx,750,9916,0.1592445408574616,0.10910738886582355,0.13776485984120518,0.2031501304395497,0.01705429549127196,0.07135010004136712,0.1155670283070455,0.021598292565438895,Average Token Length: 13.22
045_8emo,summary,045.docx,275,4671,0.12887050032530997,0.0900122342157093,0.19075311229648914,0.2567956094071269,0.006503444913012737,0.07738978377120061,0.06287921001457356,0.012571518348783933,Average Token Length: 16.99
046_8emo,summary,046.docx,524,12115,0.13427305385738766,0.11250520761494474,0.1977247913574217,0.2589464789640357,0.01412723420315799,0.11554670902875515,0.10529665959348461,0.02301323574608661,Average Token Length: 23.12
047_8emo,summary,047.docx,112,8347,0.17021077961960276,0.31705308909710894,0.3688417340121565,0.22300569972555553,0.009580584954944373,0.4288555856993688,0.1745298591725129,0.06292562308330421,Average Token Length: 74.53
048_8emo,summary,048.docx,3,24,0.0644945316016674,0.020109782305856545,0.2883688434958458,0.022351595262686413,0.003409817504386107,0.02238911483436823,0.0209428866704305,0.007759781554341316,Average Token Length: 8.00
049_8emo,summary,049.docx,535,15298,0.12044642044744829,0.11002759786897173,0.21182308509493264,0.21398910930223555,0.02619848153543023,0.13491186733992996,0.14877651965976738,0.01880683325422562,Average Token Length: 28.59
052_8emo,summary,052.docx,643,12266,0.17208148864630904,0.11086691286296092,0.20390543619657447,0.2075182358519946,0.01278498372686578,0.08571672926455574,0.1134240221142375,0.03066150661616573,Average Token Length: 19.08
053_8emo,summary,053.docx,343,6390,0.23508723966713516,0.12143816144555894,0.24402194305828095,0.20042181822794433,0.008430228384317553,0.08365000516268542,0.08222260581649862,0.04898074741472569,Average Token Length: 18.63
054_8emo,summary,054.docx,1066,19684,0.1457223845165272,0.12740964586864004,0.19084911673582258,0.21753810542045024,0.012580390896833384,0.09829659627180015,0.10707316084635596,0.02870243166330468,Average Token Length: 18.47
055_8emo,summary,055.docx,1056,22845,0.16430151409286103,0.12140101781705832,0.22510666040276797,0.20748294348992535,0.017666038317463863,0.09507967798995334,0.10800219923972194,0.036222754231857834,Average Token Length: 21.63
056_8emo,summary,056.docx,671,16769,0.1875818184193157,0.14252343379521823,0.33012149848346495,0.19290019232355024,0.010577721622232597,0.14095790841687475,0.09349723528562622,0.029018437698582013,Average Token Length: 24.99
057_8emo,summary,057.docx,1290,26455,0.21117016893663523,0.146210697383526,0.28296473757526297,0.1965395952181443,0.01659971562082439,0.12001049288353602,0.10640285847701364,0.04152825954451421,Average Token Length: 20.51
058_8emo,summary,058.docx,646,27364,0.1515159561127949,0.24066060381269677,0.30170271919691366,0.2484773506241744,0.02618709421607063,0.25317900491649165,0.18111570602089697,0.037465692688091065,Average Token Length: 42.36
059_8emo,summary,059.docx,740,14058,0.20601820517520145,0.08863506603772073,0.2208738890102108,0.1958889791112695,0.011011452802041596,0.07150428581328408,0.0805759239299978,0.03951113717740628,Average Token Length: 19.00
060_8emo,summary,060.docx,1106,27557,0.19959808067270432,0.12256142224991866,0.22858244740904374,0.22505760953507334,0.021780001990731625,0.11527748055845351,0.11566201405251099,0.029857651673355873,Average Token Length: 24.92
062_8emo,summary,062.docx,710,21095,0.22639435387518203,0.14282476518985252,0.2160199817263482,0.2089859281345205,0.01906726878893916,0.11667209864515339,0.1250802706776213,0.046956577960198455,Average Token Length: 29.71
066_8emo,summary,066.docx,1338,24033,0.19427462286736624,0.14392585498183375,0.2558139760516339,0.1966192426538632,0.014592590398788215,0.11062942944802566,0.10562385544521938,0.024752976942211614,Average Token Length: 17.96
067_8emo,summary,067.docx,806,13804,0.16587076812177184,0.1728051684331149,0.23530786853455812,0.21606379378097082,0.018222527268513686,0.10650182867575224,0.12807585978094793,0.02157426639226041,Average Token Length: 17.13
068_8emo,summary,068.docx,1953,31770,0.15185149457286357,0.1434741077497096,0.2784682213802308,0.19779960138301703,0.013821751809656559,0.13248343480962171,0.11651618002865728,0.024706897112117442,Average Token Length: 16.27
069_8emo,summary,069.docx,290,4285,0.2254901007684911,0.15623378853538428,0.24518479020495354,0.2449601114454583,0.01809185861433246,0.09113411136485379,0.11002021187691596,0.036410125674166044,Average Token Length: 14.78
070_8emo,summary,070.docx,604,9640,0.21759843267461854,0.152764694358142,0.28804681997781695,0.19338225203239365,0.01828326017958951,0.13708968235284633,0.13130358153790705,0.046080121329125166,Average Token Length: 15.96
071_8emo,summary,071.docx,1178,23899,0.1894521967941541,0.14140364067812397,0.16793964748825807,0.22727147445117452,0.031812561606037223,0.12498861327704125,0.1654400187698691,0.04066339075647955,Average Token Length: 20.29
072_8emo,summary,072.docx,1199,23632,0.11296379815762221,0.15388633156765416,0.15373894331387997,0.25890746688760746,0.026711398442516614,0.13196687233068044,0.16297647175926705,0.019589858728882744,Average Token Length: 19.71
073_8emo,summary,073.docx,719,8948,0.11444865315096901,0.11500782467702064,0.1591367278936525,0.15216880390661483,0.006609542643935038,0.08193054307195176,0.07813488294387311,0.011450440019578964,Average Token Length: 12.45
074_8emo,summary,074.docx,463,8141,0.1590821101118008,0.1680339938341429,0.24593213909923162,0.16040134538250692,0.009395535349882094,0.16646625420589556,0.11856545037519566,0.02280400630783644,Average Token Length: 17.58
075_8emo,summary,075.docx,481,16564,0.1872522159215264,0.18133512944594923,0.28578267165550697,0.24027012938850417,0.02979243898426866,0.1719755597350627,0.13363590399810188,0.04286156702044143,Average Token Length: 34.44
076_8emo,summary,076.docx,308,11887,0.22386522563748884,0.1249861367706016,0.30303489300875935,0.27635581207812415,0.04209601823822595,0.12307997739136026,0.1518386443426784,0.050451515778043465,Average Token Length: 38.59
077_8emo,summary,077.docx,632,14204,0.20013747237846727,0.1493784233263128,0.2608308525198976,0.21977557802552217,0.021565914294045842,0.1375655135363812,0.11888601037871116,0.03681458721506185,Average Token Length: 22.47
078_8emo,summary,078.docx,733,11750,0.13319072003938806,0.17722188621711132,0.2549690565514908,0.22482352976408998,0.023054617762820997,0.11893860789747733,0.15431859172654488,0.03086233780624683,Average Token Length: 16.03
079_8emo,summary,079.docx,444,17624,0.16475133587100735,0.16707421162664923,0.27151358683346055,0.25216956010302277,0.024719133553869167,0.18677679447117387,0.14557062472145468,0.04238144080007768,Average Token Length: 39.69
080_8emo,summary,080.docx,388,11423,0.19803471248068838,0.19794491236938222,0.23728974584607676,0.24932592591635652,0.022384596497394126,0.18924219013412588,0.15249863040715111,0.03605299095800819,Average Token Length: 29.44
081_8emo,summary,081.docx,503,10416,0.1945472509844625,0.1610345514421768,0.2755934337915938,0.23118076553831163,0.017951487110849935,0.12536203352619651,0.1194142125691352,0.03275631403038556,Average Token Length: 20.71
082_8emo,summary,082.docx,219,6487,0.1695945957265199,0.07942533710563224,0.3061316117110607,0.25944698495433144,0.05020307037196883,0.10357883735666196,0.1289833572472033,0.037897034760853744,Average Token Length: 29.62
083_8emo,summary,083.docx,67,1991,0.4225222711215046,0.10405835125650932,0.40255582719735467,0.09001817053823329,0.007355918199060235,0.12259349919188378,0.06552416325977711,0.1465927734328156,Average Token Length: 29.72
084_8emo,summary,084.docx,494,8788,0.2011479540211469,0.14852532920585984,0.26202109280072516,0.1742487332843968,0.008792240361387083,0.1055555961392669,0.09441881574716736,0.031057887923901878,Average Token Length: 17.79
087_8emo,summary,087.docx,703,17981,0.20023552334674,0.10002169884929425,0.22417796610001406,0.23614411061142132,0.012997793755560297,0.11983354902689797,0.09353834274059339,0.043274984438175,Average Token Length: 25.58
088_8emo,summary,088.docx,269,6145,0.21196468554603345,0.11690043823163417,0.18157274009258276,0.34312389448949837,0.020548565263884162,0.08040206108179955,0.1083455520204258,0.03838189267536078,Average Token Length: 22.84
090_8emo,summary,090.docx,1354,24910,0.16541971435132086,0.14163756701631672,0.27827826656137716,0.1999401137465955,0.013480548089575793,0.14162333299608096,0.11862936107121254,0.030363844829354232,Average Token Length: 18.40
091_8emo,summary,091.docx,889,14858,0.17948322340713016,0.1264837026167598,0.3463387215477011,0.1662484007878114,0.007206884233613107,0.09698934671133798,0.06432019453914783,0.026464542654249714,Average Token Length: 16.71
092_8emo,summary,092.docx,1371,22525,0.16764530480192616,0.12635834335521365,0.24483967731678946,0.243609131758803,0.009345673485645477,0.14416251791845586,0.09441333739351913,0.022293978757418578,Average Token Length: 16.43
095_8emo,summary,095.docx,1095,22274,0.2278444571611918,0.15622456510376917,0.2743919676331352,0.22015188228419758,0.017680244173080614,0.16859898694863193,0.1258942832107141,0.04654752416270424,Average Token Length: 20.34
096_8emo,summary,096.docx,831,15139,0.29149292602072663,0.10263995679709545,0.3373723169542159,0.20092665267240808,0.009355655477396812,0.08472615249161346,0.06302927305000676,0.060337616940713726,Average Token Length: 18.22
56465_8emo,summary,56465.docx,1599,23823,0.10986381431918048,0.17202664557885172,0.22882709372759547,0.21922031161389904,0.009607438002497522,0.12736711628284256,0.11553549199330715,0.013522692087829798,Average Token Length: 14.90
59394_8emo,summary,59394.docx,1657,27336,0.23495203631454556,0.12643478648578574,0.28840141453626794,0.23025976523574876,0.008794698759117576,0.09820667088007039,0.08449901230804685,0.04342322388476162,Average Token Length: 16.50
