row_type,file,line,token_len,score_joy,score_sadness,score_anticipation,score_surprise,score_anger,score_fear,score_disgust,score_trust,text
chunk,038.docx,line 1,11,0.3127286732196808,0.026313623413443565,0.09353172779083252,0.030443279072642326,0.002348941285163164,0.01529485173523426,0.014652016572654247,0.011721516028046608
chunk,038.docx,line 2,82,0.017862293869256973,0.8246291875839233,0.025192223489284515,0.672251284122467,0.01291069108992815,0.8809260725975037,0.42446258664131165,0.009852372109889984
chunk,038.docx,line 3,44,0.01797087863087654,0.804919421672821,0.006663692649453878,0.6435537338256836,0.00915558822453022,0.8375357389450073,0.3195783495903015,0.013355606235563755
chunk,038.docx,line 4,74,0.017815591767430305,0.9891855716705322,0.005201888270676136,0.31498444080352783,0.022987283766269684,0.40800684690475464,0.3972935974597931,0.015067851170897484
chunk,038.docx,line 5,46,0.027028247714042664,0.07479271292686462,0.17520710825920105,0.19942358136177063,0.026365553960204124,0.03401963412761688,0.3469691872596741,0.01607886701822281
chunk,038.docx,line 6,49,0.024613140150904655,0.9623486995697021,0.1414787471294403,0.02460370399057865,0.018345341086387634,0.09244079887866974,0.25760209560394287,0.013481847010552883
chunk,038.docx,line 7,51,0.026392772793769836,0.15647561848163605,0.0313892588019371,0.17471839487552643,0.0045684161596000195,0.11476974934339523,0.043149515986442566,0.005632280837744474
chunk,038.docx,line 8,76,0.2984168231487274,0.009438558481633663,0.20503194630146027,0.4356635808944702,0.016855284571647644,0.04674408957362175,0.09704461693763733,0.38346758484840393
chunk,038.docx,line 9,97,0.023876124992966652,0.08291307836771011,0.0688013881444931,0.7308174967765808,0.025901462882757187,0.11178670823574066,0.23044051229953766,0.011069931089878082
chunk,038.docx,line 10,9,0.5001007914543152,0.011442095041275024,0.8972923159599304,0.010593053884804249,0.0027307122945785522,0.004533100873231888,0.008006151765584946,0.026611894369125366
chunk,038.docx,line 11,40,0.9543616771697998,0.006132721900939941,0.6083883047103882,0.2103642225265503,0.0052088466472923756,0.013578285463154316,0.007993376813828945,0.6512588262557983
chunk,038.docx,line 12,64,0.7985552549362183,0.010767524130642414,0.7848591804504395,0.05828498303890228,0.005327137187123299,0.015506123192608356,0.014584038406610489,0.4329063296318054
chunk,038.docx,line 13,40,0.2216053158044815,0.011289297603070736,0.8855453133583069,0.050438933074474335,0.0027239229530096054,0.059030432254076004,0.020137079060077667,0.06321258842945099
chunk,038.docx,line 14,78,0.9250031113624573,0.026609789580106735,0.3006049692630768,0.08237702399492264,0.014339368790388107,0.024737317115068436,0.05479462817311287,0.7870624661445618
chunk,038.docx,line 15,68,0.0023480933159589767,0.7608299255371094,0.056753575801849365,0.0896437019109726,0.04825402423739433,0.5280624628067017,0.6218177080154419,0.018287699669599533
chunk,038.docx,line 16,61,0.6741347312927246,0.008844946511089802,0.9338716864585876,0.05196436867117882,0.003952489234507084,0.015622839331626892,0.01052926480770111,0.17476198077201843
chunk,038.docx,line 17,5,0.2234402447938919,0.005563162267208099,0.15395064651966095,0.2682304084300995,0.0037584532983601093,0.012230210937559605,0.009243439882993698,0.048477184027433395
chunk,038.docx,line 18,88,0.16651320457458496,0.043896760791540146,0.05867095664143562,0.45338112115859985,0.011261182837188244,0.05365642532706261,0.14837175607681274,0.014116346836090088
chunk,038.docx,line 19,38,0.0052819401025772095,0.19965237379074097,0.007183670531958342,0.875304639339447,0.0670175775885582,0.7910720705986023,0.4693549871444702,0.0087219113484025
chunk,038.docx,line 20,14,0.0038872009608894587,0.1603994518518448,0.008366184309124947,0.5306484699249268,0.036127813160419464,0.2961478531360626,0.351749062538147,0.003125889925286174
chunk,038.docx,line 21,67,0.29755350947380066,0.005485625937581062,0.391124963760376,0.1391247659921646,0.012828621082007885,0.03370649740099907,0.06616245210170746,0.31963682174682617
chunk,038.docx,line 22,64,0.006028823088854551,0.17199313640594482,0.5298530459403992,0.048148252069950104,0.04586739093065262,0.4336550533771515,0.5226621031761169,0.006063553970307112
chunk,038.docx,line 23,18,0.2099163830280304,0.00796944834291935,0.2948886454105377,0.8741130828857422,0.0039806910790503025,0.06427402049303055,0.01642056740820408,0.08500751852989197
chunk,038.docx,line 24,29,0.05573762580752373,0.038911592215299606,0.3859710991382599,0.1589895635843277,0.007923268713057041,0.69115149974823,0.044530101120471954,0.0244060717523098
chunk,038.docx,line 25,10,0.012535667978227139,0.015582461841404438,0.06352715194225311,0.5637704133987427,0.009046133607625961,0.0410371869802475,0.0538485161960125,0.005360839422792196
chunk,038.docx,line 26,65,0.058378927409648895,0.03261125832796097,0.05117565020918846,0.9643597602844238,0.010410096496343613,0.12836489081382751,0.03601349517703056,0.013949111104011536
